Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"New Hips Corner","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106810414/new-hips-corner,2.3,-1,Trad,5.5,1,80,36.15467,-115.49623
"Well and Good","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/201181579/well-and-good,2.0,-1,Trad,5.5,2,170,36.15467,-115.49623
"High and Dry","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/201411801/high-and-dry,3.0,-1,Trad,5.6,1,80,36.15467,-115.49623
"Senior Moment","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105801442/senior-moment,2.3,-1,Trad,5.6,1,160,36.15467,-115.49623
"Headless Chocolate Bunny","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118014609/headless-chocolate-bunny,1.4,-1,Trad,5.6,1,90,36.15467,-115.49623
"Fruit Loops","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107443005/fruit-loops,2.0,-1,Trad,5.6,1,80,36.15467,-115.49623
"Chocolate Tranquility Fountain","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106731023/chocolate-tranquility-fountain,3.0,-1,Trad,5.7,1,90,36.15467,-115.49623
"Lucky Charms","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106810387/lucky-charms,2.3,-1,Trad,5.7,1,80,36.15467,-115.49623
"Cereal Killer","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119637055/cereal-killer,1.0,-1,Trad,5.7,1,150,36.15467,-115.49623
Unknown,"Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122359806/unknown,1.0,-1,Trad,"5.7+ R",1,80,36.15467,-115.49623
"Geezer's Face","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106810404/geezers-face,2.6,-1,Trad,5.7+,1,80,36.15467,-115.49623
"Pillar Talk","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732935/pillar-talk,2.7,-1,Trad,5.7+,2,200,36.15467,-115.49623
"Double Pin-etration","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/115410776/double-pin-etration,2.5,-1,Trad,5.7+,1,75,36.15467,-115.49623
"Fun And Games","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108717653/fun-and-games,2.0,-1,Trad,5.8,2,170,36.15467,-115.49623
"Count Chocula","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116834496/count-chocula,2.0,-1,Trad,5.8,1,50,36.15467,-115.49623
"Gimpy Arete","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106987660/gimpy-arete,2.3,-1,Trad,5.8,1,100,36.15467,-115.49623
"New Hips Face","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118620222/new-hips-face,2.8,-1,Trad,5.8+,1,100,36.15467,-115.49623
"Above and Beyond","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108690824/above-and-beyond,2.9,-1,Trad,5.9,1,90,36.15467,-115.49623
"Above, Above and Beyond","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108955810/above-above-and-beyond,3.0,-1,Trad,5.9,1,150,36.15467,-115.49623
"Beyond and Above","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108955848/beyond-and-above,3.0,-1,Trad,5.9,1,150,36.15467,-115.49623
Sleeper,"Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105800851/sleeper,2.6,-1,Trad,5.9,1,160,36.15467,-115.49623
"Taking Care of Business","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108955974/taking-care-of-business,3.0,-1,Trad,"5.9+ R",1,100,36.15467,-115.49623
"Nadia's Nine","Willow Springs South > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732461/nadias-nine,3.5,-1,Trad,5.10a,2,180,36.15467,-115.49623
Fevered,"Lost Creek Canyon > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107782448/fevered,0.0,-1,Trad,5.6,5,400,36.15538,-115.49833
Croakstone,"Lost Creek Canyon > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110369438/croakstone,2.0,-1,Trad,5.8,2,180,36.15538,-115.49833
"Crack of Infernity","Lost Creek Canyon > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105800843/crack-of-infernity,3.0,-1,Trad,"5.8+ R",4,600,36.15538,-115.49833
"Walk to School","Graduate Cliff > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732890/walk-to-school,2.0,-1,Trad,5.7,1,80,36.15766,-115.49941
"Pick your poison","Graduate Cliff > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118334714/pick-your-poison,3.0,-1,Trad,5.7+,2,200,36.15766,-115.49941
"Pre skool","Graduate Cliff > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116528387/pre-skool,1.0,-1,Trad,"5.8 PG13",2,260,36.15766,-115.49941
"Unknown Route","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113652847/unknown-route,1.5,-1,Trad,5.6,1,80,36.16094,-115.5007
Peaches,"Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732950/peaches,2.7,-1,Trad,5.7,1,120,36.16094,-115.5007
"22 Minutes 'til Closing","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105844485/22-minutes-til-closing,1.8,-1,Trad,"5.7 PG13",1,140,36.16094,-115.5007
"Stemming Corner","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106725230/stemming-corner,2.0,-1,Trad,5.7,1,80,36.16094,-115.5007
"Tarzan's Arm","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732953/tarzans-arm,2.0,-1,Trad,5.8,1,120,36.16094,-115.5007
"Mitten's Revenge","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105844461/mittens-revenge,2.0,-1,Trad,5.8,1,105,36.16094,-115.5007
"Sumo Greatness","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105917187/sumo-greatness,2.5,-1,Trad,"5.9+ R",1,,36.16094,-115.5007
"Ice Climb","Children's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105917196/ice-climb,2.1,-1,Trad,"5.10a R",1,100,36.16094,-115.5007
Cochise,"Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107785206/cochise,2.3,-1,Trad,5.8,1,120,36.15622,-115.49789
"Little Big Horn","Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105925470/little-big-horn,3.1,-1,Trad,5.9+,1,80,36.15622,-115.49789
Heatwave,"Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105931986/heatwave,2.0,-1,Trad,"5.10a R",1,100,36.15622,-115.49789
Unknown,"Lost Creek Lower Tier > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124960321/unknown,2.0,-1,Trad,5.10a,1,100,36.15622,-115.49789
Spiderline,"Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106121848/spiderline,2.3,-1,Trad,5.7,1,120,36.16129,-115.49761
"Perfect Egg Bite","Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123627503/perfect-egg-bite,1.5,-1,Trad,5.9,1,90,36.16129,-115.49761
"Karate Crack","Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105925508/karate-crack,3.1,-1,Trad,5.9+,1,80,36.16129,-115.49761
"Tricks are for Kids","Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106386383/tricks-are-for-kids,2.3,-1,Trad,5.10a,1,100,36.16129,-115.49761
"Roasting Affair","Outhouse Wall > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107131136/roasting-affair,2.0,-1,Trad,"5.10- R",1,60,36.16129,-115.49761
"CU on Top","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105974145/cu-on-top,2.1,-1,Trad,5.5,4,400,36.15925,-115.5009
"Coronary Bypass","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244796/coronary-bypass,2.3,-1,Trad,5.5,2,220,36.15925,-115.5009
"Roberto Duran","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244647/roberto-duran,2.4,-1,Trad,5.7,3,300,36.15925,-115.5009
"Secret Ingredient","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244771/secret-ingredient,2.7,-1,Trad,5.7,1,140,36.15925,-115.5009
"Mental Case","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126969724/mental-case,2.4,-1,Trad,5.7,4,400,36.15925,-115.5009
"Chocolate Sunday","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244663/chocolate-sunday,2.8,-1,Trad,5.8,1,140,36.15925,-115.5009
Pincushion,"Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244809/pincushion,2.4,-1,Trad,5.8,3,400,36.15925,-115.5009
"Sugar Ray","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/115967301/sugar-ray,2.7,-1,Trad,5.8,3,300,36.15925,-115.5009
"Rapper's Disappointment","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105974150/rappers-disappointment,1.7,-1,Trad,"5.9 PG13",1,100,36.15925,-115.5009
"Hundred-Foot Stick Clip","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244687/hundred-foot-stick-clip,2.4,-1,Trad,5.9,1,150,36.15925,-115.5009
"The Barking Dog","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106244782/the-barking-dog,2.0,-1,Trad,5.9,1,120,36.15925,-115.5009
"Numic Warrior","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106245023/numic-warrior,2.3,-1,Trad,5.9,3,400,36.15925,-115.5009
"Soiled Blue Jeans","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/127013728/soiled-blue-jeans,3.0,-1,Trad,5.9+,1,120,36.15925,-115.5009
"Soylent Green Jeans","Mossy Ledges Area > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105925851/soylent-green-jeans,3.2,-1,Trad,5.10a,1,120,36.15925,-115.5009
"Crag Hag","Mother's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107333309/crag-hag,1.6,-1,Trad,5.5,1,90,36.16264,-115.50423
"Motorcycle Mama","Mother's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107333321/motorcycle-mama,2.5,-1,Trad,5.6,1,90,36.16264,-115.50423
"Mike's Route","Mother's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107333327/mikes-route,1.6,-1,Trad,5.6,1,90,36.16264,-115.50423
"Yo Mama","Mother's Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109044750/yo-mama,0.7,-1,Trad,"5.6 X",1,,36.16264,-115.50423
"Gold Digger","Gold Digger Slab > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107818812/gold-digger,2.0,-1,Trad,5.7,1,150,36.1574,-115.4939
"Lost And Found","Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108446552/lost-and-found,2.0,-1,Trad,5.5,1,80,36.1574,-115.4939
"Chrome Fleece","Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108446577/chrome-fleece,-1.0,-1,Trad,5.5,1,80,36.1574,-115.4939
"Slobber Knob Job","Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108446609/slobber-knob-job,-1.0,-1,Trad,5.6,1,60,36.1574,-115.4939
"Communist Plan","Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108446462/communist-plan,-1.0,-1,Trad,5.7,1,80,36.1574,-115.4939
"Dont Mind Dyin'","Lost And Found Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108446497/dont-mind-dyin,-1.0,-1,Trad,5.10a,1,80,36.1574,-115.4939
"Helldorado Days","Smitty's Caterpillar > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109008316/helldorado-days,1.0,-1,Trad,5.8,1,60,36.16096,-115.50174
"If I Could Frame a Fart","Smitty's Caterpillar > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109007913/if-i-could-frame-a-fart,1.0,-1,Trad,5.9,1,60,36.16096,-115.50174
"Mama H","Bathroom Overlook TR > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118182050/mama-h,2.0,-1,Trad,"5.5 PG13",1,80,36.16138,-115.49795
"Akagi's Folly","Midway Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119778003/akagis-folly,3.0,-1,Trad,5.7,2,300,36.15181,-115.50597
"Dauntless Dihedral","Midway Crag > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119779801/dauntless-dihedral,3.0,-1,Trad,5.10a,2,325,36.15181,-115.50597
"Dane's Death Route","Divided Sky Peak > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119832431/danes-death-route,2.0,-1,Trad,"5.6 PG13",2,250,36.16258,-115.51054
PhDeed,"Higher Learning Wall - Goodman Peak > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123090914/phdeed,2.0,-1,Trad,5.8,5,400,36.15094,-115.50176
NTP,"Higher Learning Wall - Goodman Peak > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123090974/ntp,3.0,-1,Trad,"5.8 PG13",4,360,36.15094,-115.50176
"One for the Road","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/127258505/one-for-the-road,2.0,-1,Trad,5.6,2,240,36.15786,-115.49999
"Sean's Face","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/201753376/seans-face,0.0,-1,Trad,"5.6 PG13",2,300,36.15786,-115.49999
"Pussy Nuts","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107782570/pussy-nuts,2.0,-1,Trad,5.7,1,100,36.15786,-115.49999
"Bad Sushi","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/127258015/bad-sushi,2.0,-1,Trad,5.7,1,150,36.15786,-115.49999
"Piton Route","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/127257486/piton-route,2.0,-1,Trad,5.8,2,245,36.15786,-115.49999
"The Oubliette","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/201944620/the-oubliette,3.0,-1,Trad,5.8,3,150,36.15786,-115.49999
"Brown Eyes Blue Skies","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/127257657/brown-eyes-blue-skies,2.5,-1,Trad,5.8+,3,350,36.15786,-115.49999
"The Boldness","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107782516/the-boldness,-1.0,-1,Trad,5.9,1,60,36.15786,-115.49999
"Cheatstone Crack","Upper Case > Willow Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106245133/cheatstone-crack,3.2,-1,Trad,5.9,1,80,36.15786,-115.49999
"Eran’s Magic","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126137844/erans-magic,3.0,-1,Trad,5.6,1,100,36.07801,-115.47777
"Kick in the Balls","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732719/kick-in-the-balls,2.4,-1,Trad,5.7,2,350,36.07801,-115.47777
"Lotta Brews","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108045036/lotta-brews,2.6,-1,Trad,5.7+,3,420,36.07801,-115.47777
"Power to Waste","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105990466/power-to-waste,2.3,-1,Trad,5.8,1,150,36.07801,-115.47777
Dodgeball,"Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106137167/dodgeball,2.7,-1,Trad,5.8,6,700,36.07801,-115.47777
"Freaker's Ball","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106177181/freakers-ball,1.0,-1,Trad,"5.8 R",4,500,36.07801,-115.47777
"Lotta Balls","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732242/lotta-balls,3.2,-1,Trad,5.8,3,420,36.07801,-115.47777
"Black Magic","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732590/black-magic,3.2,-1,Trad,5.8,4,580,36.07801,-115.47777
Borderline,"Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732848/borderline,2.0,-1,Trad,"5.8 R",4,400,36.07801,-115.47777
"Bruja's Brew","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732872/brujas-brew,2.7,-1,Trad,5.9,4,400,36.07801,-115.47777
"Lost Marbles","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732875/lost-marbles,0.3,-1,Trad,"5.9 X",4,400,36.07801,-115.47777
"Voodoo Doll","Lotta Balls Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732878/voodoo-doll,2.0,-1,Trad,5.9,4,400,36.07801,-115.47777
"Friendship Route","Alcohol Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106431105/friendship-route,2.4,-1,Trad,5.9,2,150,36.07813,-115.47797
"Buckets of Blood","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110536840/buckets-of-blood,1.3,-1,Trad,5.6,6,600,36.07703,-115.47571
"In For a Penny","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114213747/in-for-a-penny,1.0,-1,Trad,5.7,1,80,36.07703,-115.47571
"Even Men Out","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106912081/even-men-out,2.0,-1,Trad,"5.7 R",5,650,36.07703,-115.47571
"Goods Are Odd","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106945667/goods-are-odd,2.0,-1,Trad,5.8,7,550,36.07703,-115.47571
"Moody's Move","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106988127/moodys-move,2.2,-1,Trad,5.8,1,80,36.07703,-115.47571
Mudterm,"Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732815/mudterm,2.8,-1,Trad,5.9,1,100,36.07703,-115.47571
"Lucky Nuts","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732821/lucky-nuts,2.8,-1,Trad,5.9,1,110,36.07703,-115.47571
"Balancing Act","Mudterm Area > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732902/balancing-act,1.0,-1,Trad,5.9,5,500,36.07703,-115.47571
"The Red and the Black","Slippery Peak & Slippery Peak Apron > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732827/the-red-and-the-black,0.7,-1,Trad,"5.7 R",3,400,36.08076,-115.4866
Leviathan,"Slippery Peak & Slippery Peak Apron > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106395601/leviathan,2.5,-1,Trad,5.9,6,700,36.08076,-115.4866
"Stout-Hearted Men","Slippery Peak & Slippery Peak Apron > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106395616/stout-hearted-men,2.0,-1,Trad,5.9,7,1000,36.08076,-115.4866
"Plate Tectonics","Slippery Peak & Slippery Peak Apron > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116779696/plate-tectonics,2.0,-1,Trad,5.10a,6,630,36.08076,-115.4866
"Guise and Gals","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105795000/guise-and-gals,1.8,-1,Trad,5.5,1,75,36.07863,-115.47841
"Buzz, Buzz","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732452/buzz-buzz,1.8,-1,Trad,5.6,1,80,36.07863,-115.47841
"Doobie Dance","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733004/doobie-dance,2.7,-1,Trad,5.6,1,90,36.07863,-115.47841
"Girls and Buoys","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105795006/girls-and-buoys,1.5,-1,Trad,5.6,1,80,36.07863,-115.47841
"Magic Mirror","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107314119/magic-mirror,2.0,-1,Trad,5.6,1,180,36.07863,-115.47841
"Romper Room","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733007/romper-room,2.9,-1,Trad,5.7,1,90,36.07863,-115.47841
"Algae on Parade","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105796219/algae-on-parade,2.7,-1,Trad,5.7,3,600,36.07863,-115.47841
"Kindergarten Cop","Romper Room > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105888134/kindergarten-cop,2.8,-1,Trad,5.7+,1,150,36.07863,-115.47841
"Rising Moons","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105788558/rising-moons,2.3,-1,Trad,"5.5 PG13",3,380,36.07962,-115.47926
"Romanian Rib","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109982808/romanian-rib,2.7,-1,Trad,5.5,8,1300,36.07962,-115.47926
"Romanian Rib - Left Side","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106121316/romanian-rib-left-side,2.6,-1,Trad,5.6,5,1000,36.07962,-115.47926
"Sunset Slab","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106119677/sunset-slab,2.6,-1,Trad,5.7,7,1000,36.07962,-115.47926
"Big Sky","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106126784/big-sky,2.4,-1,Trad,"5.7 R",7,1000,36.07962,-115.47926
"Lady Luck","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106133508/lady-luck,2.8,-1,Trad,5.7,7,1000,36.07962,-115.47926
"Falling Stars","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106388435/falling-stars,1.0,-1,Trad,5.7,1,200,36.07962,-115.47926
"Smiley Face","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106388450/smiley-face,1.5,-1,Trad,5.7,2,200,36.07962,-115.47926
"Sunset Slab Direct","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106388466/sunset-slab-direct,2.8,-1,Trad,5.7,7,1000,36.07962,-115.47926
"Bad Moon Arising","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107389200/bad-moon-arising,1.0,-1,Trad,"5.7 R",1,85,36.07962,-115.47926
"Musical Odyssey","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122212562/musical-odyssey,2.0,-1,Trad,"5.7+ PG13",8,1200,36.07962,-115.47926
"Hot Flash","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106039317/hot-flash,2.9,-1,Trad,5.8,10,1200,36.07962,-115.47926
"Smooth Sailing","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106388441/smooth-sailing,1.8,-1,Trad,5.8,1,200,36.07962,-115.47926
"Comeback Corner","First Creek Slabs > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106046547/comeback-corner,1.8,-1,Trad,5.9,9,1200,36.07962,-115.47926
"Jet Stream II","Labyrinth Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108530139/jet-stream-ii,3.0,-1,Trad,"5.10a R",12,2250,36.07745,-115.48046
"The Minotaur","Labyrinth Wall > First Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106129373/the-minotaur,2.2,-1,Trad,"5.10- R",8,1000,36.07745,-115.48046
